Jurisdicción,CUE Anexo,Nombre,Sector,Estado,Ámbito,Domicilio,CP,Teléfono,Código Localidad,Localidad,Departamento,E-mail,Ed. Común,Ed. Especial,Ed. de Jóvenes y Adultos,Ed. Artística,Ed. Hospitalaria Domiciliaria,Ed. Intercultural Bilingüe,Ed. Contexto de Encierro,Jardín maternal,Jardín de infantes,Primaria,Secundaria,Secundaria Técnica (INET),Superior no Universitario,Superior No Universitario (INET),dpto_link,Address,Address_2,Address_3
Buenos Aires,60793500,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº6,Estatal,Activo,Urbano,CENTENARIO Y RUTA NAC. N. 3 S/N  BARRIO 20 DE JUNIO,1765,4625-4677,6427007,ISIDRO CASANOVA,LA MATANZA,direcciont6@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06427,"CENTENARIO Y RUTA NAC. N. 3 S/N  BARRIO 20 DE JUNIO, ISIDRO CASANOVA, LA MATANZA, Buenos Aires, Argentina","CENTENARIO Y RUTA NAC. N. 3 S/N  BARRIO 20 DE JUNIO, ISIDRO CASANOVA, LA MATANZA, Buenos Aires, Argentina","CENTENARIO Y RUTA NAC. N. 3 , LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60796500,ESCUELA SECUNDARIA Nº41 ALDO BONZI,Estatal,Activo,Urbano,DEFENSA Y CAMPIION 1833  ,1770,4442-1141,6427002,ALDO BONZI,LA MATANZA,escuelam4169@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06427,"DEFENSA Y CAMPIION 1833  , ALDO BONZI, LA MATANZA, Buenos Aires, Argentina","DEFENSA Y CAMPIION 1833  , ALDO BONZI, LA MATANZA, Buenos Aires, Argentina","DEFENSA Y CAMPIION 1833, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60800500,ESCUELA MEDIA Nº57,Estatal,Activo,Urbano,VIRGENES e/ RAULIES Y REAÑO 4235  ,1757,4698-2932,6427006,GREGORIO DE LAFERRERE,LA MATANZA,cvitillo@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06427,"VIRGENES e/ RAULIES Y REAÑO 4235  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","VIRGENES 4235  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","VIRGENES 4235, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60801800,ESCUELA SECUNDARIA Nº28 PROF.JUAN CARLOS BRUERA,Estatal,Activo,Urbano,JUAN CRUZ VARELA E/DA VINCI Y DEL TEJA 4658  ,1757,4698-9385,6427006,GREGORIO DE LAFERRERE,LA MATANZA,media069028@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06427,"JUAN CRUZ VARELA E/DA VINCI Y DEL TEJA 4658  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","JUAN CRUZ VARELA 4658  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","JUAN CRUZ VARELA 4658, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60806900,ESCUELA SECUNDARIA Nº3,Estatal,Activo,Urbano,ALEM Y ARISTOBULO DEL VALLE S/N  ,1856,43-3431,6028006,GLEW,ALMIRANTE BROWN,secundariatresglew@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06028,"ALEM Y ARISTOBULO DEL VALLE S/N  , GLEW, ALMIRANTE BROWN, Buenos Aires, Argentina","ALEM Y ARISTOBULO DEL VALLE S/N  , GLEW, ALMIRANTE BROWN, Buenos Aires, Argentina","ALEM Y ARISTOBULO DEL VALLE , ALMIRANTE BROWN, Buenos Aires, Argentina"
Buenos Aires,60806903,ANEXO I A ESCUELA SECUNDARIA Nº3,Estatal,Activo,Urbano,ARISTOBULO DEL VALLE 475  ,False,43-3431,6028006,GLEW,ALMIRANTE BROWN,secundariatresglew@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06028,"ARISTOBULO DEL VALLE 475  , GLEW, ALMIRANTE BROWN, Buenos Aires, Argentina","ARISTOBULO DEL VALLE 475  , GLEW, ALMIRANTE BROWN, Buenos Aires, Argentina","ARISTOBULO DEL VALLE 475, ALMIRANTE BROWN, Buenos Aires, Argentina"
Buenos Aires,60807700,ESCUELA SECUNDARIA Nº8 GENERAL MARTIN MIGUEL DE GÜEMES,Estatal,Activo,Urbano,MANZANA 25 CIRC 3 SEC 4 88433  ,1778,4487-5244/4720,6427003,CIUDAD EVITA,LA MATANZA,mediaochocuidadevita@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06427,"MANZANA 25 CIRC 3 SEC 4 88433  , CIUDAD EVITA, LA MATANZA, Buenos Aires, Argentina","MANZANA 25 CIRC 3 SEC 4 88433  , CIUDAD EVITA, LA MATANZA, Buenos Aires, Argentina","MANZANA 25 CIRC 3 SEC 4 88433, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60807702,ANEXO I DE ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,EL HURON Y EL CEDRO S/N  ,1778,4620-3392,6427003,CIUDAD EVITA,LA MATANZA,pp069152@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06427,"EL HURON Y EL CEDRO S/N  , CIUDAD EVITA, LA MATANZA, Buenos Aires, Argentina","EL HURON Y EL CEDRO S/N  , CIUDAD EVITA, LA MATANZA, Buenos Aires, Argentina","EL HURON Y EL CEDRO , LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60808300,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 JOSÉ INGENIEROS,Estatal,Activo,Urbano,L. N. ALEM ESQ. VERTIZ 1910  ,1871,4203-8006,6035006,DOCK SUD,AVELLANEDA,mt005001@abc.gov.ar; mt005001@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06035,"L. N. ALEM ESQ. VERTIZ 1910  , DOCK SUD, AVELLANEDA, Buenos Aires, Argentina","L. N. ALEM ESQ. VERTIZ 1910  , DOCK SUD, AVELLANEDA, Buenos Aires, Argentina","L. N. ALEM ESQ. VERTIZ 1910, AVELLANEDA, Buenos Aires, Argentina"
Buenos Aires,60810500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 REVOLUCION FRANCESA,Estatal,Activo,Urbano,LAS HERAS Y SAN LUIS S/N  ,1621,48-2677,6805001,BENAVIDEZ,TIGRE,gladys-moltedo@hotmail.com.ar; mm055004@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06805,"LAS HERAS Y SAN LUIS S/N  , BENAVIDEZ, TIGRE, Buenos Aires, Argentina","LAS HERAS Y SAN LUIS S/N  , BENAVIDEZ, TIGRE, Buenos Aires, Argentina","LAS HERAS Y SAN LUIS , TIGRE, Buenos Aires, Argentina"
Buenos Aires,60817100,ESCUELA SECUNDARIA Nº10,Estatal,Activo,Urbano,UGARTE E/ OLAVARRIA Y SAN MARTIN 904  ,1772,4442-1010,6427024,VILLA CELINA,LA MATANZA,mm069010@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06427,"UGARTE E/ OLAVARRIA Y SAN MARTIN 904  , VILLA CELINA, LA MATANZA, Buenos Aires, Argentina","UGARTE 904  , VILLA CELINA, LA MATANZA, Buenos Aires, Argentina","UGARTE 904, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60818900,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 ROBERTO NOBLE,Estatal,Activo,Urbano,PERIBEBUY E/ SARANDI Y JUJUY 2751  ,1754,4484-4452,6427012,SAN JUSTO,LA MATANZA,mt069005@abc.gov.ar; mt069005@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06427,"PERIBEBUY E/ SARANDI Y JUJUY 2751  , SAN JUSTO, LA MATANZA, Buenos Aires, Argentina","PERIBEBUY 2751  , SAN JUSTO, LA MATANZA, Buenos Aires, Argentina","PERIBEBUY 2751, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60819100,ESCUELA SECUNDARIA Nº26 MARIA EVA DUARTE DE PERÓN,Estatal,Activo,Urbano,LANZA Y SUDAMERICA   BARRIO CENTRAL,1755,4625-4679,6427010,RAFAEL CASTILLO,LA MATANZA,eemn26@hotmail.com; eemn26@hotmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06427,"LANZA Y SUDAMERICA   BARRIO CENTRAL, RAFAEL CASTILLO, LA MATANZA, Buenos Aires, Argentina","LANZA Y SUDAMERICA   BARRIO CENTRAL, RAFAEL CASTILLO, LA MATANZA, Buenos Aires, Argentina","LANZA Y SUDAMERICA   BARRIO CENTRAL, RAFAEL CASTILLO, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60820900,ESCUELA SECUNDARIA Nº3 JOSE MANUEL ESTRADA,Estatal,Activo,Urbano,DEHEZA E/ BRANDSEN Y MITRE 41  ,1872,4207-8690,6035011,SARANDI,AVELLANEDA,ees3avellaneda@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06035,"DEHEZA E/ BRANDSEN Y MITRE 41  , SARANDI, AVELLANEDA, Buenos Aires, Argentina","DEHEZA 41  , SARANDI, AVELLANEDA, Buenos Aires, Argentina","DEHEZA 41, AVELLANEDA, Buenos Aires, Argentina"
Buenos Aires,60820901,ANEXO I DE ESCUELA SECUNDARIA Nº3,Estatal,Activo,Urbano,AV. MITRE 4368  ,1870,4206-7799,6035012,VILLA DOMINICO,AVELLANEDA,ees3avellaneda@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06035,"AV. MITRE 4368  , VILLA DOMINICO, AVELLANEDA, Buenos Aires, Argentina","AV. MITRE 4368  , VILLA DOMINICO, AVELLANEDA, Buenos Aires, Argentina","AV. MITRE 4368, AVELLANEDA, Buenos Aires, Argentina"
Buenos Aires,60821000,ESCUELA SECUNDARIA Nº11 SIMON BOLIVAR,Estatal,Activo,Urbano,AV. MITRE E/ ACHA Y PAUNERO 3073  ,1872,4204-4715,6035011,SARANDI,AVELLANEDA,m11avellaneda@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06035,"AV. MITRE E/ ACHA Y PAUNERO 3073  , SARANDI, AVELLANEDA, Buenos Aires, Argentina","AV. MITRE 3073  , SARANDI, AVELLANEDA, Buenos Aires, Argentina","AV. MITRE 3073, AVELLANEDA, Buenos Aires, Argentina"
Buenos Aires,60821001,ANEXO I DE ESCUELA SECUNDARIA Nº11,Estatal,Activo,Urbano,LUIS MARIA CAMPOS Y FERRE 2978  ,1872,4204-4715,6035011,SARANDI,AVELLANEDA,m11avellanedaa@yahoo.com.ar; m11avellaneda@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06035,"LUIS MARIA CAMPOS Y FERRE 2978  , SARANDI, AVELLANEDA, Buenos Aires, Argentina","LUIS MARIA CAMPOS Y FERRE 2978  , SARANDI, AVELLANEDA, Buenos Aires, Argentina","LUIS MARIA CAMPOS Y FERRE 2978, AVELLANEDA, Buenos Aires, Argentina"
Buenos Aires,60821100,ESCUELA SECUNDARIA Nº12 REPUBLICA DE COLOMBIA,Estatal,Activo,Urbano,PITAGORAS E/ GÜEMES Y LAMBARE 1450  ,1870,4203-6708,6035001,AVELLANEDA,AVELLANEDA,media12avellaneda@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06035,"PITAGORAS E/ GÜEMES Y LAMBARE 1450  , AVELLANEDA, AVELLANEDA, Buenos Aires, Argentina","PITAGORAS 1450  , AVELLANEDA, AVELLANEDA, Buenos Aires, Argentina","PITAGORAS 1450, AVELLANEDA, Buenos Aires, Argentina"
Buenos Aires,60821102,ANEXO II DE ESCUELA SECUNDARIA Nº12,Estatal,Activo,Urbano,ACHA Y PITAGORAS S/N  VILLA MARCONI,1872,4205-8819,6035011,SARANDI,AVELLANEDA,esb25avellaneda@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06035,"ACHA Y PITAGORAS S/N  VILLA MARCONI, SARANDI, AVELLANEDA, Buenos Aires, Argentina","ACHA Y PITAGORAS S/N  VILLA MARCONI, SARANDI, AVELLANEDA, Buenos Aires, Argentina","ACHA Y PITAGORAS , AVELLANEDA, Buenos Aires, Argentina"
Buenos Aires,60825800,ESCUELA SECUNDARIA Nº1 ALFONSINA STORNI,Estatal,Activo,Urbano,SAN MARTIN Y AVDA. PEREDA S/N  ,1812,450911,6134014,MAXIMO PAZ,CAÑUELAS,media1mp@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06134,"SAN MARTIN Y AVDA. PEREDA S/N  , MAXIMO PAZ, CAÑUELAS, Buenos Aires, Argentina","SAN MARTIN Y AVDA. PEREDA S/N  , MAXIMO PAZ, CAÑUELAS, Buenos Aires, Argentina","SAN MARTIN Y AVDA. PEREDA , CAÑUELAS, Buenos Aires, Argentina"
Buenos Aires,60825900,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 CORONEL MANUEL DORREGO,Estatal,Activo,Urbano,BASAVILBASO 253  ,1814,42-1630,6134006,CAÑUELAS,CAÑUELAS,eet1secretaria@gmail.com; mt016001@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06134,"BASAVILBASO 253  , CAÑUELAS, CAÑUELAS, Buenos Aires, Argentina","BASAVILBASO 253  , CAÑUELAS, CAÑUELAS, Buenos Aires, Argentina","BASAVILBASO 253, CAÑUELAS, Buenos Aires, Argentina"
Buenos Aires,60828900,ESCUELA SECUNDARIA Nº3 JUAN N. MADERO,Estatal,Activo,Urbano,3 DE FEBRERO 1810  SAN FERNANDO,1646,4744-1502,6749021,SAN FERNANDO,SAN FERNANDO,ees03095@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06749,"3 DE FEBRERO 1810  SAN FERNANDO, SAN FERNANDO, SAN FERNANDO, Buenos Aires, Argentina","3 DE FEBRERO 1810  SAN FERNANDO, SAN FERNANDO, SAN FERNANDO, Buenos Aires, Argentina","3 DE FEBRERO 1810, SAN FERNANDO, Buenos Aires, Argentina"
Buenos Aires,60830300,ESCUELA SECUNDARIA Nº1,Estatal,Activo,Urbano,PUEYRREDON E/ C. PELLEGRINI Y COLON 3853  ,1619,447-6036,6252005,GARIN,ESCOBAR,mm11601@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06252,"PUEYRREDON E/ C. PELLEGRINI Y COLON 3853  , GARIN, ESCOBAR, Buenos Aires, Argentina","PUEYRREDON 3853  , GARIN, ESCOBAR, Buenos Aires, Argentina","PUEYRREDON 3853, ESCOBAR, Buenos Aires, Argentina"
Buenos Aires,60830400,ESCUELA SECUNDARIA Nº7 DR. RENE GERONIMO FAVALORO,Estatal,Activo,Urbano,SAENZ ESQ.CASTRO 450  ,1832,4245-1008,6490005,LOMAS DE ZAMORA,LOMAS DE ZAMORA,secundaria_siete@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06490,"SAENZ ESQ.CASTRO 450  , LOMAS DE ZAMORA, LOMAS DE ZAMORA, Buenos Aires, Argentina","SAENZ ESQ.CASTRO 450  , LOMAS DE ZAMORA, LOMAS DE ZAMORA, Buenos Aires, Argentina","SAENZ ESQ.CASTRO 450, LOMAS DE ZAMORA, Buenos Aires, Argentina"
Buenos Aires,60832100,ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,ITALIA 115  VICE. ALTE. MONTES,1611,4748-7810,6805006,DON TORCUATO,TIGRE,eem6tigre@hotmail.com; mm055006@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06805,"ITALIA 115  VICE. ALTE. MONTES, DON TORCUATO, TIGRE, Buenos Aires, Argentina","ITALIA 115  VICE. ALTE. MONTES, DON TORCUATO, TIGRE, Buenos Aires, Argentina","ITALIA 115, TIGRE, Buenos Aires, Argentina"
Buenos Aires,60834800,ESCUELA SECUNDARIA Nº1 NACIONES UNIDAS,Estatal,Activo,Urbano,ALVEAR 401  ,1842,42907167,6260007,MONTE GRANDE,ESTEBAN ECHEVERRIA,esc_cabecera_034@yahoo.com.ar; mm030001@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06260,"ALVEAR 401  , MONTE GRANDE, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","ALVEAR 401  , MONTE GRANDE, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","ALVEAR 401, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina"
Buenos Aires,60838800,ESCUELA SECUNDARIA Nº5 DR. R. FAVALORO,Estatal,Activo,Urbano,BENAVIDEZ Y OLIVER 3445  ,1838,4272-4001/1976,6260007,MONTE GRANDE,ESTEBAN ECHEVERRIA,media5ee@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06260,"BENAVIDEZ Y OLIVER 3445  , MONTE GRANDE, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","BENAVIDEZ Y OLIVER 3445  , MONTE GRANDE, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","BENAVIDEZ Y OLIVER 3445, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina"
Buenos Aires,60840800,ESCUELA SECUNDARIA Nº4 PROF. ALBERTO MARIO VOROBEY,Estatal,Activo,Urbano,LEON XIII 960  ORIONE,1888,42753798/99,6274005,FLORENCIO VARELA,FLORENCIO VARELA,media4fv@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06274,"LEON XIII 960  ORIONE, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","LEON XIII 960  ORIONE, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","LEON XIII 960, FLORENCIO VARELA, Buenos Aires, Argentina"
Buenos Aires,60841100,ESCUELA SECUNDARIA Nº1 LUCIANO H VALETTE,Estatal,Activo,Urbano,DIEGO LAURE 769  EZEIZA,1806,4232-8718,6270003,JOSE MARIA EZEIZA,EZEIZA,media1ezeiza@yahoo.com.ar; mm130001@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06270,"DIEGO LAURE 769  EZEIZA, JOSE MARIA EZEIZA, EZEIZA, Buenos Aires, Argentina","DIEGO LAURE 769  EZEIZA, JOSE MARIA EZEIZA, EZEIZA, Buenos Aires, Argentina","DIEGO LAURE 769, EZEIZA, Buenos Aires, Argentina"
Buenos Aires,60841101,ANEXO Nº1 DE ESCUELA SECUNDARIA Nº1,Estatal,Activo,Urbano,RACEDO 400  BARRIO ALLA EN EL SUR,1804,4295-1516,6270009,EZEIZA,EZEIZA,ezeiza-secundaria20@yahoo.com.ar; obs1300020@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06270,"RACEDO 400  BARRIO ALLA EN EL SUR, EZEIZA, EZEIZA, Buenos Aires, Argentina","RACEDO 400  BARRIO ALLA EN EL SUR, EZEIZA, EZEIZA, Buenos Aires, Argentina","RACEDO 400, EZEIZA, Buenos Aires, Argentina"
Buenos Aires,60842000,ESCUELA SECUNDARIA Nº1 DR. SILVIO DESSY,Estatal,Activo,Urbano,AV. QUINTANA 263  ,1888,4287-1983,6274005,FLORENCIO VARELA,FLORENCIO VARELA,virgy3536@hotmail.com; eemn1silviodessy@hotmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06274,"AV. QUINTANA 263  , FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","AV. QUINTANA 263  , FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","AV. QUINTANA 263, FLORENCIO VARELA, Buenos Aires, Argentina"
Buenos Aires,60842400,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 INGENIERO JOSÉ RAFAEL CANTÓN,Estatal,Activo,Urbano,119 E/ 11 Y 12 3421  ,1980,44-2591,6119003,CORONEL BRANDSEN,BRANDSEN,tecnica1brandsen@hotmail.com; mt014001@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06119,"119 E/ 11 Y 12 3421  , CORONEL BRANDSEN, BRANDSEN, Buenos Aires, Argentina","119 119 E/ 11 Y 12 3421  , CORONEL BRANDSEN, BRANDSEN, Buenos Aires, Argentina","119 119 E/ 11 Y 12 3421, BRANDSEN, Buenos Aires, Argentina"
Buenos Aires,60842800,ESCUELA SECUNDARIA Nº3,Estatal,Activo,Urbano,LAS HERAS 49  BARRIO LUJAN,1806,4386-1123,6270005,TRISTAN SUAREZ,EZEIZA,eemn_203@yahoo.com.ar; mm130003@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06270,"LAS HERAS 49  BARRIO LUJAN, TRISTAN SUAREZ, EZEIZA, Buenos Aires, Argentina","LAS HERAS 49  BARRIO LUJAN, TRISTAN SUAREZ, EZEIZA, Buenos Aires, Argentina","LAS HERAS 49, EZEIZA, Buenos Aires, Argentina"
Buenos Aires,60843200,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº 1 CORONEL DE MARINA JOSÉ LUIS PIEDRA BUENA,Estatal,Activo,Urbano,FADER E/ L. LUGONES Y OBLIGADO 2149  BARRIO RICARDO ROJAS,1889,4221-0992,6274001,BOSQUES,FLORENCIO VARELA,eet1_fv@yahoo.com.ar; omt0320001@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06274,"FADER E/ L. LUGONES Y OBLIGADO 2149  BARRIO RICARDO ROJAS, BOSQUES, FLORENCIO VARELA, Buenos Aires, Argentina","FADER 2149  BARRIO RICARDO ROJAS, BOSQUES, FLORENCIO VARELA, Buenos Aires, Argentina","FADER 2149, FLORENCIO VARELA, Buenos Aires, Argentina"
Buenos Aires,60843700,ESCUELA SECUNDARIA Nº2 BRIG GRAL J. M. DE ROSAS,Estatal,Activo,Urbano,JUJUY ESQ. ENTRE RIOS 280  ,1617,4506-5375,6805009,GENERAL PACHECO,TIGRE,eem2@gmail.com; omm0550002@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06805,"JUJUY ESQ. ENTRE RIOS 280  , GENERAL PACHECO, TIGRE, Buenos Aires, Argentina","JUJUY ESQ. ENTRE RIOS 280  , GENERAL PACHECO, TIGRE, Buenos Aires, Argentina","JUJUY ESQ. ENTRE RIOS 280, TIGRE, Buenos Aires, Argentina"
Buenos Aires,60843800,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 RODOLFO WALSH,Estatal,Activo,Urbano,SALLARES Y PARILLO 699  ,1888,4287-6663,6274005,FLORENCIO VARELA,FLORENCIO VARELA,tec2fv@hotmail.com; omt0320002@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06274,"SALLARES Y PARILLO 699  , FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","SALLARES Y PARILLO 699  , FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","SALLARES Y PARILLO 699, FLORENCIO VARELA, Buenos Aires, Argentina"
Buenos Aires,60845700,ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,PELAGIO LUNA Y CAMILO COSTAS 1201  ,1629,442-0340,6638012,PILAR,PILAR,eemn8pilar@yahoo.com.ar; omm0830008@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06638,"PELAGIO LUNA Y CAMILO COSTAS 1201  , PILAR, PILAR, Buenos Aires, Argentina","PELAGIO LUNA Y CAMILO COSTAS 1201  , PILAR, PILAR, Buenos Aires, Argentina","PELAGIO LUNA Y CAMILO COSTAS 1201, PILAR, Buenos Aires, Argentina"
Buenos Aires,60848000,ESCUELA SECUNDARIA Nº7 DR. FCIO. VARELA,Estatal,Activo,Urbano,PARRILLO 350  BARRIO 9 DE JULIO,1888,4287-0706,6274005,FLORENCIO VARELA,FLORENCIO VARELA,ees7florenciovarela@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06274,"PARRILLO 350  BARRIO 9 DE JULIO, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","PARRILLO 350  BARRIO 9 DE JULIO, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","PARRILLO 350  BARRIO 9, FLORENCIO VARELA, Buenos Aires, Argentina"
Buenos Aires,60848300,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1,Estatal,Activo,Urbano,GOYA 608  ,1804,4398-1297,6270004,LA UNION,EZEIZA,tecnica1ezeiza@yahoo.com.ar; mt130001@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06270,"GOYA 608  , LA UNION, EZEIZA, Buenos Aires, Argentina","GOYA 608  , LA UNION, EZEIZA, Buenos Aires, Argentina","GOYA 608, EZEIZA, Buenos Aires, Argentina"
Buenos Aires,60850300,ESCUELA SECUNDARIA Nº13,Estatal,Activo,Urbano,ISLA MARTIN GARCIA 1223  ,1842,15-4050-9558,6260007,MONTE GRANDE,ESTEBAN ECHEVERRIA,e.e.secundaria13@gmail.com; mm030013@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06260,"ISLA MARTIN GARCIA 1223  , MONTE GRANDE, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","ISLA MARTIN GARCIA 1223  , MONTE GRANDE, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","ISLA MARTIN GARCIA 1223, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina"
Buenos Aires,60851700,ESCUELA SECUNDARIA Nº33,Estatal,Activo,Urbano,ATENAS Y GUIDO SPANO S/N  ,1754,4625-4602,6427014,VILLA LUZURIAGA,LA MATANZA,ees_33lm@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06427,"ATENAS Y GUIDO SPANO S/N  , VILLA LUZURIAGA, LA MATANZA, Buenos Aires, Argentina","ATENAS Y GUIDO SPANO S/N  , VILLA LUZURIAGA, LA MATANZA, Buenos Aires, Argentina","ATENAS Y GUIDO SPANO , LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60854100,ESCUELA SECUNDARIA Nº17,Estatal,Activo,Urbano,calle 116 esq. 69 1797  ,1900,489-5068,6441026,LA PLATA,LA PLATA,eesn17@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06441,"calle 116 esq. 69 1797  , LA PLATA, LA PLATA, Buenos Aires, Argentina","calle 116 esq. 69 1797  , LA PLATA, LA PLATA, Buenos Aires, Argentina","calle 116 esq. 69 1797, LA PLATA, Buenos Aires, Argentina"
Buenos Aires,60854300,ESCUELA SECUNDARIA Nº33 DARDO ROCHA,Estatal,Activo,Urbano,DIAGONAL 78 E/4 Y 5   ,1900,421-5142,6441026,LA PLATA,LA PLATA,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06441,"DIAGONAL 78 E/4 Y 5   , LA PLATA, LA PLATA, Buenos Aires, Argentina","DIAGONAL 78 78 E/4 Y 5   , LA PLATA, LA PLATA, Buenos Aires, Argentina","DIAGONAL 78 78 E/4 Y 5, LA PLATA, Buenos Aires, Argentina"
